0.0001 2.74718e-15
0.000158489 3.45691e-15
0.000251189 4.34907e-15
0.000398107 5.46976e-15
0.000630957 6.87606e-15
0.001 8.63809e-15
0.00158489 1.08409e-14
0.00251189 1.35857e-14
0.00398107 1.69892e-14
0.00630957 2.11792e-14
0.01 2.62824e-14
0.0158489 3.2398e-14
0.0251189 3.95479e-14
0.0398107 4.75877e-14
0.0630957 5.60642e-14
0.1 6.40122e-14
0.158489 6.97374e-14
0.251189 7.07723e-14
0.398107 6.44508e-14
0.630957 4.96841e-14
1 2.95839e-14
1.58489 1.17711e-14
2.51189 2.48413e-15
3.98107 1.92175e-16
6.30957 3.02282e-18
10 3.78879e-21
15.8489 8.59271e-26
25.1189 3.41819e-33
39.8107 6.11217e-45
63.0957 1.42515e-63
