10 1.54448e-13
12.2897 1.9814e-13
15.1038 2.53355e-13
18.5621 3.22816e-13
22.8123 4.09774e-13
28.0357 5.18063e-13
34.4552 6.5211e-13
42.3445 8.16871e-13
52.0403 1.01764e-12
63.9561 1.25973e-12
78.6003 1.54791e-12
96.5977 1.88575e-12
118.716 2.27468e-12
145.899 2.71298e-12
179.306 3.19443e-12
220.362 3.70701e-12
270.819 4.23166e-12
332.829 4.74177e-12
409.038 5.20387e-12
502.697 5.58035e-12
617.801 5.83452e-12
759.261 5.93778e-12
933.111 5.87745e-12
1146.77 5.66279e-12
1409.35 5.3259e-12
1732.05 4.91488e-12
2128.64 4.47986e-12
2616.05 4.05645e-12
3215.05 3.65477e-12
3951.21 3.26021e-12
4855.93 2.84661e-12
5967.81 2.39527e-12
7334.28 1.90994e-12
9013.64 1.4198e-12
11077.5 9.68818e-13
13614 5.97339e-13
16731.2 3.2679e-13
20562.2 1.54994e-13
25270.4 6.18202e-14
31056.6 1.994e-14
38167.8 4.95325e-15
46907.2 8.92436e-16
57647.7 1.08366e-16
70847.5 8.10432e-18
87069.6 3.34193e-19
107006 6.63233e-21
131508 5.35938e-23
161620 1.43577e-25
198626 9.90533e-29
244106 1.29008e-32
300000 2.16563e-37
