0.0001 1.14627e-14
0.000124386 1.28149e-14
0.000154719 1.43343e-14
0.000192448 1.60454e-14
0.000239378 1.79764e-14
0.000297753 2.01601e-14
0.000370363 2.26387e-14
0.000460679 2.54623e-14
0.00057302 2.86902e-14
0.000712756 3.24023e-14
0.000886568 3.66941e-14
0.00110277 4.16873e-14
0.00137169 4.75423e-14
0.00170618 5.44511e-14
0.00212225 6.269e-14
0.00263978 7.26064e-14
0.00328352 8.45671e-14
0.00408423 9.92492e-14
0.00508021 1.17486e-13
0.00631907 1.39783e-13
0.00786003 1.67954e-13
0.00977677 2.03869e-13
0.0121609 2.48014e-13
0.0151265 3.04891e-13
0.0188152 3.77069e-13
0.0234035 4.67769e-13
0.0291106 5.8514e-13
0.0362095 7.27712e-13
0.0450395 9.10641e-13
0.0560228 1.13889e-12
0.0696845 1.41275e-12
0.0866777 1.74931e-12
0.107815 2.14701e-12
0.134107 2.5923e-12
0.16681 3.04867e-12
0.207488 3.43056e-12
0.258086 3.80103e-12
0.321022 4.13641e-12
0.399306 4.36646e-12
0.496681 4.37905e-12
0.617801 4.01356e-12
0.768457 3.4764e-12
0.955853 2.90511e-12
1.18895 2.43675e-12
1.47888 2.02847e-12
1.83952 1.63057e-12
2.2881 1.2648e-12
2.84608 9.5763e-13
3.54012 7.28744e-13
4.40341 5.66574e-13
5.47723 4.54995e-13
6.8129 3.82243e-13
8.47428 3.40611e-13
10.5408 3.25574e-13
13.1113 3.34887e-13
16.3086 3.68029e-13
20.2856 4.25937e-13
25.2324 5.10861e-13
31.3856 6.26265e-13
39.0393 7.76682e-13
48.5593 9.67463e-13
60.401 1.20435e-12
75.1303 1.49281e-12
93.4515 1.83718e-12
116.241 2.23945e-12
144.587 2.69795e-12
179.846 3.20558e-12
223.703 3.74806e-12
278.255 4.30233e-12
346.11 4.83589e-12
430.512 5.308e-12
535.496 5.67374e-12
666.081 5.89147e-12
828.511 5.93273e-12
1030.55 5.79221e-12
1281.86 5.49346e-12
1594.45 5.08566e-12
1983.28 4.62929e-12
2466.92 4.17481e-12
3068.5 3.7443e-12
3816.78 3.32713e-12
4747.54 2.8936e-12
5905.27 2.41935e-12
7345.32 1.90636e-12
9136.54 1.38849e-12
11364.6 9.1776e-13
14135.9 5.40213e-13
17583.1 2.76926e-13
21870.9 1.20077e-13
27204.3 4.23672e-14
33838.3 1.15713e-14
42090.1 2.29879e-15
52354.2 3.08605e-16
65121.3 2.66182e-17
81001.7 2.33989e-18
100755 9.50306e-19
125325 6.94784e-19
155886 5.19836e-19
193900 3.88788e-19
241185 2.90548e-19
300000 2.16924e-19
