0.0001 1.69219e-15
0.000158489 2.12839e-15
0.000251189 2.67587e-15
0.000398107 3.36207e-15
0.000630957 4.22032e-15
0.001 5.2905e-15
0.00158489 6.6189e-15
0.00251189 8.25682e-15
0.00398107 1.02563e-14
0.00630957 1.26609e-14
0.01 1.54874e-14
0.0158489 1.86933e-14
0.0251189 2.21231e-14
0.0398107 2.54304e-14
0.0630957 2.79871e-14
0.1 2.88428e-14
0.158489 2.68929e-14
0.251189 2.14989e-14
0.398107 1.35453e-14
0.630957 5.88791e-15
1 1.42855e-15
1.58489 1.37861e-16
2.51189 3.08072e-18
3.98107 6.74298e-21
6.30957 3.69979e-25
10 5.94187e-32
15.8489 9.60078e-43
25.1189 7.39484e-60
39.8107 4.80195e-87
63.0957 2.80719e-130
