10 1.16553e-13
12.2897 1.48894e-13
15.1038 1.89501e-13
18.5621 2.40224e-13
22.8123 3.03229e-13
28.0357 3.81002e-13
34.4552 4.76304e-13
42.3445 5.92049e-13
52.0403 7.31083e-13
63.9561 8.95843e-13
78.6003 1.0879e-12
96.5977 1.30738e-12
118.716 1.55233e-12
145.899 1.81791e-12
179.306 2.09564e-12
220.362 2.37275e-12
270.819 2.63194e-12
332.829 2.85197e-12
409.038 3.00951e-12
502.697 3.08246e-12
617.801 3.05472e-12
759.261 2.92119e-12
933.111 2.69176e-12
1146.77 2.39198e-12
1409.35 2.05884e-12
1732.05 1.73184e-12
2128.64 1.4422e-12
2616.05 1.20466e-12
3215.05 1.01594e-12
3951.21 8.60238e-13
4855.93 7.18931e-13
5967.81 5.79631e-13
7334.28 4.40765e-13
9013.64 3.0999e-13
11077.5 1.9819e-13
13614 1.1318e-13
16731.2 5.6516e-14
20562.2 2.40008e-14
25270.4 8.3613e-15
31056.6 2.28346e-15
38167.8 4.62244e-16
46907.2 6.47641e-17
57647.7 5.7742e-18
70847.5 2.95485e-19
87069.6 7.64527e-21
107006 8.55792e-23
131508 3.42171e-25
161620 3.86123e-28
198626 9.20625e-32
244106 3.24923e-36
300000 1.0962e-41
