0.0001 1.26201e-16
0.000132571 1.91773e-16
0.000175751 2.92139e-16
0.000232995 4.44033e-16
0.000308884 6.76679e-16
0.000409492 1.02268e-15
0.000542868 1.55341e-15
0.000719686 2.35424e-15
0.000954095 3.57688e-15
0.00126486 5.39202e-15
0.00167683 8.1159e-15
0.002223 1.22693e-14
0.00294705 1.84805e-14
0.00390694 2.80223e-14
0.00517947 4.11158e-14
0.00686649 6.17954e-14
0.00910298 9.15214e-14
0.0120679 1.37697e-13
0.0159986 1.97244e-13
0.0212095 2.88755e-13
0.0281177 4.18624e-13
0.0372759 6.16348e-13
0.0494171 8.51033e-13
0.0655129 1.18996e-12
0.0868511 1.65112e-12
0.11514 2.29179e-12
0.152642 2.96912e-12
0.202359 3.79574e-12
0.26827 4.47308e-12
0.355648 4.66664e-12
0.471487 4.58527e-12
0.625055 4.20779e-12
0.828643 3.64883e-12
1.09854 3.02143e-12
1.45635 2.30746e-12
1.9307 1.52734e-12
2.55955 9.03685e-13
3.39322 5.25603e-13
4.49843 3.05702e-13
5.96362 1.77803e-13
7.90604 1.03414e-13
10.4811 6.0148e-14
13.895 3.49834e-14
18.4207 2.03471e-14
24.4205 1.18343e-14
32.3746 6.88309e-15
42.9193 4.00335e-15
56.8987 2.32844e-15
75.4312 1.35427e-15
100 7.87671e-16
