0.0001 2.44561e-14
0.000124386 2.73006e-14
0.000154719 3.04828e-14
0.000192448 3.40453e-14
0.000239378 3.8037e-14
0.000297753 4.25148e-14
0.000370363 4.75446e-14
0.000460679 5.32022e-14
0.00057302 5.95802e-14
0.000712756 6.67882e-14
0.000886568 7.49475e-14
0.00110277 8.42257e-14
0.00137169 9.48222e-14
0.00170618 1.06931e-13
0.00212225 1.20895e-13
0.00263978 1.37094e-13
0.00328352 1.55869e-13
0.00408423 1.77939e-13
0.00508021 2.04005e-13
0.00631907 2.34879e-13
0.00786003 2.71912e-13
0.00977677 3.16226e-13
0.0121609 3.70027e-13
0.0151265 4.36162e-13
0.0188152 5.14488e-13
0.0234035 6.11804e-13
0.0291106 7.31754e-13
0.0362095 8.7356e-13
0.0450395 1.04997e-12
0.0560228 1.25878e-12
0.0696845 1.50804e-12
0.0866777 1.80278e-12
0.107815 2.12217e-12
0.134107 2.45715e-12
0.16681 2.74012e-12
0.207488 3.00122e-12
0.258086 3.22757e-12
0.321022 3.3815e-12
0.399306 3.38544e-12
0.496681 3.11201e-12
0.617801 2.678e-12
0.768457 2.19179e-12
0.955853 1.76545e-12
1.18895 1.40387e-12
1.47888 1.08477e-12
1.83952 8.1094e-13
2.2881 5.90209e-13
2.84608 4.27789e-13
3.54012 3.17334e-13
4.40341 2.47043e-13
5.47723 2.05557e-13
6.8129 1.84392e-13
8.47428 1.78721e-13
10.5408 1.86546e-13
13.1113 2.07517e-13
16.3086 2.42252e-13
20.2856 2.92101e-13
25.2324 3.59057e-13
31.3856 4.45681e-13
39.0393 5.54953e-13
48.5593 6.90009e-13
60.401 8.53734e-13
75.1303 1.04819e-12
93.4515 1.27388e-12
116.241 1.5289e-12
144.587 1.80794e-12
179.846 2.10122e-12
223.703 2.39364e-12
278.255 2.66442e-12
346.11 2.88802e-12
430.512 3.03674e-12
535.496 3.08551e-12
666.081 3.01834e-12
828.511 2.83482e-12
1030.55 2.55418e-12
1281.86 2.21371e-12
1594.45 1.86017e-12
1983.28 1.53611e-12
2466.92 1.26691e-12
3068.5 1.0551e-12
3816.78 8.8493e-13
4747.54 7.34189e-13
5905.27 5.86786e-13
7345.32 4.3978e-13
9136.54 3.0196e-13
11364.6 1.86097e-13
14135.9 1.00789e-13
17583.1 4.67276e-14
21870.9 1.79091e-14
27204.3 5.42168e-15
33838.3 1.22426e-15
42090.1 1.9252e-16
52354.2 1.98651e-17
65121.3 1.71341e-18
81001.7 5.09724e-19
100755 3.59611e-19
125325 2.68913e-19
155886 2.0116e-19
193900 1.50365e-19
241185 1.12295e-19
300000 8.37723e-20
